movieId,title,genres,genre_set,vec,year,rating
1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,"Set([""Sci-Fi"", ""Adventure""])","[0.17369356751441956, 0.0, 0.05512302741408348, 0.029366720467805862, 0.2717286944389343, 0.3010697662830353, 0.16393901407718658, 0.3180961608886719, 0.09271252900362015, 0.0, 0.16623765230178833, 0.18908357620239258, 0.26116272807121277, 0.12114428728818893, 0.5633760094642639, 0.044814299792051315, 0.18692468106746674, 0.1547381430864334, 0.05369435250759125, 0.053333379328250885, 0.31713753938674927, 0.04508092999458313, 0.16582143306732178, 0.08342199772596359, 1.1234712600708008]",1979,6.4
1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,"Set([""Sci-Fi"", ""Mystery"", ""Action""])","[0.16999831795692444, 0.0, 0.10667933523654938, 0.0270951259881258, 0.22313450276851654, 0.32672056555747986, 0.05673565715551376, 0.25730547308921814, 0.08998481929302216, 0.05556362867355347, 0.1282038688659668, 0.23609155416488647, 0.1300094872713089, 0.18521735072135925, 0.7354776263237, 0.0, 0.20541991293430328, 0.04400103911757469, 0.07842041552066803, 0.030629269778728485, 0.3581419885158539, 0.0, 0.08385074883699417, 0.07202041894197464, 1.2205698490142822]",1991,7.2
1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi,"Set([""Sci-Fi"", ""Action""])","[0.12537795305252075, 0.0, 0.0, 0.011131294071674347, 0.43648719787597656, 0.4582009017467499, 0.2113676518201828, 0.1528586447238922, 0.11423487216234207, 0.0, 0.16503705084323883, 0.07474076747894287, 0.1737406849861145, 0.008482463657855988, 0.44233986735343933, 0.03998347744345665, 0.24675467610359192, 0.13860546052455902, 0.0, 0.04515182226896286, 0.4889565408229828, 0.0, 0.11392925679683685, 0.058673229068517685, 1.0565071105957031]",1989,5.5
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,"Set([""Sci-Fi"", ""Thriller"", ""Action"", ""Adventure""])","[0.19100801646709442, 0.09988109767436981, 0.33610987663269043, 0.019309645518660545, 0.045867111533880234, 0.18266791105270386, 0.0, 0.34260091185569763, 0.0625261664390564, 0.15422788262367249, 0.10661254078149796, 0.4354456961154938, 0.18724729120731354, 0.35718247294425964, 0.7888996005058289, 0.030969778075814247, 0.14730383455753326, 0.06034603714942932, 0.10307523608207703, 0.025082893669605255, 0.29405349493026733, 0.007769567426294088, 0.09680783003568649, 0.08444895595312119, 1.2775734663009644]",1982,7.7
1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,"Set([""Sci-Fi"", ""Action"", ""Adventure""])","[0.1607656627893448, 0.015973730012774467, 0.20150117576122284, 0.044402703642845154, 0.2618925869464874, 0.29827895760536194, 0.06676650792360306, 0.27094772458076477, 0.08872123062610626, 0.0, 0.1403714120388031, 0.2342548668384552, 0.11988569051027298, 0.17092366516590118, 0.6976684331893921, 0.02835669368505478, 0.18657970428466797, 0.13191626965999603, 0.09431400895118713, 0.043036844581365585, 0.328975111246109, 0.0191495418548584, 0.11587014049291611, 0.07630607485771179, 1.1655813455581665]",1984,6.7
1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,"Set([""Sci-Fi"", ""Comedy"", ""Adventure""])","[0.17591573297977448, 0.04984298720955849, 0.31385305523872375, 0.05664639174938202, 0.21166078746318817, 0.2889731824398041, 0.0, 0.2868586778640747, 0.08799462765455246, 0.09729938209056854, 0.13034741580486298, 0.208845853805542, 0.021927880123257637, 0.22695745527744293, 0.8122218251228333, 0.03907303512096405, 0.1838056892156601, 0.1024695485830307, 0.1277088075876236, 0.038388073444366455, 0.2977432608604431, 0.0, 0.09043966978788376, 0.08136429637670517, 1.2665607929229736]",1986,7.3
1377,Batman Returns (1992),Action|Crime,"Set([""Crime"", ""Action""])","[0.12922394275665283, 0.11047773063182831, 0.1471865177154541, 0.01820625737309456, 0.2818056344985962, 0.3222931921482086, 0.20144902169704437, 0.32610225677490234, 0.027703311294317245, 0.23616757988929749, 0.05377856269478798, 0.29944702982902527, 0.49672120809555054, 0.16991251707077026, 0.6662376523017883, 0.06305155158042908, 0.18384985625743866, 0.13762907683849335, 0.1713959276676178, 0.022474253550171852, 0.3811803460121155, 0.10354753583669662, 0.14876382052898407, 0.06266093254089355, 0.734956681728363]",1992,7.0
1378,Young Guns (1988),Action|Comedy|Western,"Set([""Comedy"", ""Action"", ""Western""])","[0.02739555947482586, 0.20012646913528442, 0.0868658572435379, 0.0, 0.325603187084198, 0.1522008776664734, 0.30235037207603455, 0.0075157140381634235, 0.004242885857820511, 0.12592196464538574, 0.0, 0.33386728167533875, 0.4884299337863922, 0.12190546840429306, 0.7056822180747986, 0.37357035279273987, 0.05875665321946144, 0.16698062419891357, 0.0, 0.0, 0.5787074565887451, 0.03868485614657402, 0.0, 0.0, 0.8761963844299316]",1988,6.9
1379,Young Guns II (1990),Action|Western,"Set([""Action"", ""Western""])","[0.03749362379312515, 0.13514089584350586, 0.0069790976122021675, 0.0, 0.38584667444229126, 0.23675526678562164, 0.3077712953090668, 0.0, 0.010913687758147717, 0.0983901172876358, 0.0, 0.2644699811935425, 0.46403998136520386, 0.029866408556699753, 0.6212630867958069, 0.38962283730506897, 0.1007242426276207, 0.17703525722026825, 0.0, 0.0, 0.6740889549255371, 0.0, 0.0, 0.0, 0.7346150875091553]",1990,6.5
1380,Grease (1978),Comedy|Musical|Romance,"Set([""Comedy"", ""Romance"", ""Musical""])","[0.05082413926720619, 0.3803456425666809, 0.6203683614730835, 0.1107221469283104, 0.5446239709854126, 0.13365599513053894, 0.0862368643283844, 0.13018621504306793, 0.010429250076413155, 0.09131359308958054, 0.0070869531482458115, 0.1852424293756485, 0.15500657260417938, 0.0, 1.006429672241211, 0.41872984170913696, 0.09251109510660172, 0.4416012465953827, 0.15748007595539093, 0.015546598471701145, 0.24423320591449738, 0.27746814489364624, 0.009518269449472427, 0.007348682265728712, 0.5683477520942688]",1978,7.2
1381,Grease 2 (1982),Comedy|Musical|Romance,"Set([""Comedy"", ""Romance"", ""Musical""])","[0.04151345416903496, 0.20058771967887878, 0.21244332194328308, 0.09726061671972275, 0.515864372253418, 0.3098779320716858, 0.0, 0.04884621128439903, 0.012501641176640987, 0.0, 0.0, 0.0, 0.12872157990932465, 0.0, 0.5223727226257324, 0.4387703835964203, 0.14404204487800598, 0.47397351264953613, 0.09923109412193298, 0.01976892352104187, 0.29473409056663513, 0.004379877354949713, 0.0, 0.006673094350844622, 0.27969205379486084]",1982,4.4
1382,Marked for Death (1990),Action|Drama,"Set([""Drama"", ""Action""])","[0.12729068100452423, 0.20059052109718323, 0.027754776179790497, 0.030885666608810425, 0.2589932084083557, 0.39495038986206055, 0.0374513678252697, 0.13643281161785126, 0.04313370957970619, 0.06366024911403656, 0.04797714576125145, 0.18596836924552917, 0.3703043460845947, 0.10668864846229553, 0.24346861243247986, 0.46391668915748596, 0.12163007259368896, 0.23032662272453308, 0.005995449144393206, 0.02105308696627617, 0.7504913806915283, 0.0, 0.04114794358611107, 0.04639161750674248, 0.8314253091812134]",1990,6.0
1383,Adrenalin: Fear the Rush (1996),Action|Sci-Fi,"Set([""Sci-Fi"", ""Action""])","[0.0202176570892334, 0.43413063883781433, 0.0, 0.795220673084259, 0.6065775752067566, 0.8228792548179626, 0.03288087621331215, 0.11902860552072525, 0.008531956933438778, 0.5192511677742004, 0.06329690665006638, 0.0, 0.2724040746688843, 0.0, 0.03895837813615799, 0.5583372712135315, 0.1601315587759018, 0.6926242113113403, 0.18393109738826752, 0.38292068243026733, 0.5548575520515442, 0.0, 0.0, 0.1271001249551773, 0.14832837879657745]",1996,3.9
1384,"Substance of Fire, The (1996)",Drama,"Set([""Drama""])","[0.012226780876517296, 0.3400503695011139, 0.2050924301147461, 0.49991270899772644, 0.43866977095603943, 0.13918976485729218, 0.2855185270309448, 0.295411616563797, 0.0, 0.4920273721218109, 0.10077173262834549, 0.08805163204669952, 0.3092987835407257, 0.261299192905426, 0.5692822933197021, 0.2677336037158966, 0.0, 0.4219762980937958, 0.3745139241218567, 0.2339261770248413, 0.11038204282522202, 0.5832730531692505, 0.1877409666776657, 0.08269631862640381, 0.6797407865524292]",1996,6.0
1385,Under Siege (1992),Action|Drama|Thriller,"Set([""Thriller"", ""Drama"", ""Action""])","[0.11183986067771912, 0.3880639672279358, 0.2769728899002075, 0.014907288365066051, 0.23757584393024445, 0.2629963457584381, 0.0, 0.0763881504535675, 0.042245104908943176, 0.12090861052274704, 0.0435001365840435, 0.21726663410663605, 0.1740967333316803, 0.19073636829853058, 0.4107603430747986, 0.41622281074523926, 0.05643799528479576, 0.16796770691871643, 0.04442698135972023, 0.010785426013171673, 0.6584988236427307, 0.0, 0.03651314601302147, 0.04430096596479416, 1.030382752418518]",1992,6.5
1387,Jaws (1975),Action|Horror,"Set([""Action"", ""Horror""])","[0.19923347234725952, 0.5199323892593384, 0.5349430441856384, 0.02686019241809845, 0.0, 0.0, 0.0, 0.3247387409210205, 0.012625429779291153, 0.1566009670495987, 0.06327509135007858, 0.7231985926628113, 0.3534911274909973, 0.43883830308914185, 0.6269701719284058, 0.23809823393821716, 0.036783214658498764, 0.16079436242580414, 0.1363038569688797, 0.018329951912164688, 0.34566715359687805, 0.34924986958503723, 0.1409294754266739, 0.06934431940317154, 0.9843415021896362]",1975,8.0
1388,Jaws 2 (1978),Horror|Thriller,"Set([""Thriller"", ""Horror""])","[0.13664831221103668, 0.28423768281936646, 0.15798261761665344, 0.011550845578312874, 0.18185089528560638, 0.2176632285118103, 0.05784733220934868, 0.1386159360408783, 0.018388310447335243, 0.0, 0.02531524933874607, 0.375693678855896, 0.3934992849826813, 0.09609810262918472, 0.397503525018692, 0.3858362138271332, 0.12067338079214096, 0.2825290858745575, 0.015576578676700592, 0.0010836162837222219, 0.6005610227584839, 0.04830599203705788, 0.01754911057651043, 0.021653860807418823, 0.6231810450553894]",1978,5.8
1389,Jaws 3-D (1983),Action|Horror,"Set([""Action"", ""Horror""])","[0.09733294695615768, 0.13119398057460785, 0.0, 0.032264795154333115, 0.24154670536518097, 0.39106494188308716, 0.06880196928977966, 0.08791137486696243, 0.012230997905135155, 0.040540680289268494, 0.0018561481265351176, 0.12888118624687195, 0.4557251036167145, 0.0, 0.2839551866054535, 0.3846225142478943, 0.2007807046175003, 0.29206711053848267, 0.020479993894696236, 0.006076613906770945, 0.640168309211731, 0.0, 0.0, 0.006251261569559574, 0.3102588951587677]",1983,3.7
1390,My Fellow Americans (1996),Comedy,"Set([""Comedy""])","[0.05839233472943306, 0.21193817257881165, 0.11104046553373337, 0.2028055340051651, 0.4677009880542755, 0.42434316873550415, 0.27276861667633057, 0.11182013154029846, 0.0555076040327549, 0.23208490014076233, 0.0803128257393837, 0.11684231460094452, 0.19143621623516083, 0.16090141236782074, 0.6088356375694275, 0.40210920572280884, 0.10923407971858978, 0.25921082496643066, 0.048328086733818054, 0.0963444709777832, 0.4354078769683838, 0.009454634971916676, 0.03668810427188873, 0.05073077976703644, 0.8840673565864563]",1996,6.5
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi,"Set([""Sci-Fi"", ""Comedy"", ""Action""])","[0.12575118243694305, 0.17597529292106628, 0.0, 0.08692502975463867, 0.06579014658927917, 0.3863479495048523, 0.02968517504632473, 0.4279937744140625, 0.017579730600118637, 0.5459480881690979, 0.059635747224092484, 0.09952787309885025, 0.671011209487915, 0.19866156578063965, 0.5237478613853455, 0.031379833817481995, 0.16301225125789642, 0.12797468900680542, 0.2559160888195038, 0.0868273451924324, 0.21916577219963074, 0.15085743367671967, 0.1658824235200882, 0.08632221072912216, 0.7510850429534912]",1996,6.3
1392,Citizen Ruth (1996),Comedy|Drama,"Set([""Comedy"", ""Drama""])","[0.09812049567699432, 0.32899269461631775, 0.33461159467697144, 0.19760198891162872, 0.19224363565444946, 0.13105763494968414, 0.18861737847328186, 0.42917460203170776, 0.013358775526285172, 0.5269643664360046, 0.08931875228881836, 0.20650967955589294, 0.44529053568840027, 0.2811013162136078, 0.5537790656089783, 0.12208034098148346, 0.06252369284629822, 0.29066771268844604, 0.36901864409446716, 0.10947524011135101, 0.017311973497271538, 0.6089375019073486, 0.21424779295921326, 0.09874044358730316, 0.7747939825057983]",1996,7.0
1393,Jerry Maguire (1996),Drama|Romance,"Set([""Romance"", ""Drama""])","[0.004903612658381462, 0.5876191258430481, 0.30098477005958557, 0.09878774732351303, 0.45513442158699036, 0.04536115378141403, 0.2325027734041214, 0.0, 0.000433028006227687, 0.21180935204029083, 0.0, 0.29224148392677307, 0.2316155582666397, 0.1797872930765152, 0.7061629891395569, 0.3878630995750427, 0.0, 0.16361656785011292, 0.06383218616247177, 0.050983525812625885, 0.42100584506988525, 0.3532141447067261, 0.02168543078005314, 0.0, 0.9311939477920532]",1996,7.3
1394,Raising Arizona (1987),Comedy,"Set([""Comedy""])","[0.09447675198316574, 0.31638896465301514, 0.38055554032325745, 0.0866704136133194, 0.0, 0.01770196482539177, 0.1829308122396469, 0.3745887577533722, 0.0007905976381152868, 0.5785021781921387, 0.0609624981880188, 0.3802623748779297, 0.5049034357070923, 0.49636077880859375, 0.7581006288528442, 0.11685040593147278, 0.012276400811970234, 0.08993970602750778, 0.2553710639476776, 0.0692177414894104, 0.08315262943506241, 0.557417631149292, 0.18136242032051086, 0.07210569828748703, 0.8571410775184631]",1987,7.3
1395,Tin Men (1987),Comedy|Drama,"Set([""Comedy"", ""Drama""])","[0.09790897369384766, 0.3134765923023224, 0.3561570644378662, 0.11047260463237762, 0.21933510899543762, 0.13364295661449432, 0.21060535311698914, 0.2980059087276459, 0.029321450740098953, 0.39060962200164795, 0.11358747631311417, 0.20008204877376556, 0.3368671238422394, 0.3913482129573822, 0.5175001621246338, 0.20022422075271606, 0.025414472445845604, 0.22056891024112701, 0.243744894862175, 0.08796259760856628, 0.15470480918884277, 0.5241398215293884, 0.21816681325435638, 0.07960905134677887, 0.7732594609260559]",1987,6.5
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,"Set([""Sci-Fi"", ""Comedy"", ""Drama"", ""Crime"", ""Action""])","[0.02160985767841339, 0.12185821682214737, 0.2792772352695465, 0.02958890050649643, 0.3622281551361084, 0.14271250367164612, 0.3610996603965759, 0.11052459478378296, 0.021637575700879097, 0.3059960901737213, 0.022499902173876762, 0.23458141088485718, 0.32366853952407837, 0.2695658802986145, 0.7903863191604614, 0.2630593776702881, 0.03270963579416275, 0.1060401052236557, 0.03710062429308891, 0.0068524559028446674, 0.34024524688720703, 0.15042027831077576, 0.03229780122637749, 0.007974774576723576, 1.0691440105438232]",1992,7.1
1397,Bastard Out of Carolina (1996),Drama,"Set([""Drama""])","[0.056066546589136124, 0.454996794462204, 0.2899155020713806, 0.2994631230831146, 0.5039963722229004, 0.07768736779689789, 0.3248033821582794, 0.16880477964878082, 0.006942548789083958, 0.2268512099981308, 0.06572573632001877, 0.304068922996521, 0.36663365364074707, 0.20153428614139557, 0.513853132724762, 0.26682227849960327, 0.05038711428642273, 0.5077614188194275, 0.19498655200004578, 0.12175635248422623, 0.13183347880840302, 0.5670750141143799, 0.0438411571085453, 0.05182282626628876, 0.7599950432777405]",1996,7.4
1398,In Love and War (1996),Romance|War,"Set([""Romance"", ""War""])","[0.009952138178050518, 0.3487909436225891, 0.0, 0.38325235247612, 0.7931923866271973, 0.4257836639881134, 0.3201231360435486, 0.04316723346710205, 0.033105362206697464, 0.09100878238677979, 0.052730049937963486, 0.05815231800079346, 0.2673459053039551, 0.0, 0.521949827671051, 0.44047752022743225, 0.12993161380290985, 0.4730968177318573, 0.055803291499614716, 0.1431766003370285, 0.25904977321624756, 0.09232921153306961, 0.01585889793932438, 0.026808084920048714, 0.6953396797180176]",1996,6.0
1399,Marvin's Room (1996),Drama,"Set([""Drama""])","[0.041699644178152084, 0.5033185482025146, 0.2183443158864975, 0.2653981149196625, 0.5187228322029114, 0.19815081357955933, 0.24981552362442017, 0.1698962152004242, 0.013356095179915428, 0.2089892327785492, 0.07205144315958023, 0.09705668687820435, 0.28833454847335815, 0.14040198922157288, 0.59031081199646, 0.16376274824142456, 0.05952753499150276, 0.3631086051464081, 0.26614609360694885, 0.14176157116889954, 0.12518179416656494, 0.4990184009075165, 0.0985611230134964, 0.05402431637048721, 0.8078652024269104]",1996,6.7
1401,Ghosts of Mississippi (1996),Drama,"Set([""Drama""])","[0.021811682730913162, 0.29765284061431885, 0.22516728937625885, 0.13460564613342285, 0.5802610516548157, 0.2115531712770462, 0.45228901505470276, 0.07218585163354874, 0.030166657641530037, 0.1387925148010254, 0.05480194464325905, 0.19813920557498932, 0.2699926197528839, 0.18580755591392517, 0.5823289155960083, 0.31067121028900146, 0.06347773224115372, 0.34096139669418335, 0.05718813091516495, 0.0637490376830101, 0.3019412159919739, 0.3314594030380249, 0.030911250039935112, 0.015981394797563553, 0.9542256593704224]",1996,6.7
1404,Night Falls on Manhattan (1996),Crime|Drama,"Set([""Drama"", ""Crime""])","[0.047414492815732956, 0.34618839621543884, 0.20489217340946198, 0.23001816868782043, 0.4305519461631775, 0.236434668302536, 0.32366815209388733, 0.18758612871170044, 0.022547967731952667, 0.3013690412044525, 0.06887735426425934, 0.14886431396007538, 0.3238093852996826, 0.15758107602596283, 0.5024825930595398, 0.24580435454845428, 0.053920943289995193, 0.31510522961616516, 0.17091628909111023, 0.1209300234913826, 0.19417990744113922, 0.3523063361644745, 0.10687720775604248, 0.04807163402438164, 0.8495724201202393]",1996,6.6
1405,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime,"Set([""Comedy"", ""Crime"", ""Animation"", ""Adventure""])","[0.18988251686096191, 0.45134174823760986, 0.0, 0.07803022116422653, 0.0, 0.11888670176267624, 0.0, 0.3406004011631012, 0.0, 0.7795600295066833, 0.02719005011022091, 0.3707942068576813, 0.8696258068084717, 0.3921918570995331, 0.47578391432762146, 0.23360468447208405, 0.014056285843253136, 0.0, 0.12145396322011948, 0.06839527189731598, 0.5470988750457764, 0.0, 0.0728871151804924, 0.052132781594991684, 0.43920913338661194]",1996,6.8
1406,"Judgement in Stone, A (Cérémonie, La) (1995)",Drama,"Set([""Drama""])","[0.23504029214382172, 0.454396516084671, 0.3177976906299591, 0.288007915019989, 0.1719178408384323, 0.15481863915920258, 0.2828332185745239, 0.5632191896438599, 0.019584717229008675, 0.520012617111206, 0.17041005194187164, 0.428347110748291, 0.5732932686805725, 0.3398681581020355, 0.31034988164901733, 0.11004649102687836, 0.09126859903335571, 0.3510849177837372, 0.47582143545150757, 0.1751764714717865, 0.057846035808324814, 0.7764865159988403, 0.4520297050476074, 0.15973344445228577, 0.4120728671550751]",1995,7.6
1407,Scream (1996),Comedy|Horror|Mystery|Thriller,"Set([""Thriller"", ""Comedy"", ""Mystery"", ""Horror""])","[0.1349381059408188, 0.6049965620040894, 0.29032427072525024, 0.11901520192623138, 0.0, 0.1304716020822525, 0.0, 0.1924382597208023, 0.0, 0.4050441086292267, 0.0, 0.4751982092857361, 0.4577661156654358, 0.0, 0.5411717891693115, 0.4631354808807373, 0.11528533697128296, 0.41832852363586426, 0.19239744544029236, 0.027133874595165253, 0.4421238303184509, 0.08708527684211731, 0.0, 0.02261677011847496, 0.8211709856987]",1996,7.2
1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western,"Set([""Romance"", ""War"", ""Action"", ""Western""])","[0.048822071403265, 0.2623850107192993, 0.2990894615650177, 0.025811316445469856, 0.4075923264026642, 0.061355285346508026, 0.4339725077152252, 0.11927004903554916, 0.019981615245342255, 0.11502286791801453, 0.04677760228514671, 0.42927849292755127, 0.28992319107055664, 0.3491644263267517, 0.638164222240448, 0.14818690717220306, 0.036193687468767166, 0.18259291350841522, 0.0876394510269165, 0.03606364130973816, 0.33031174540519714, 0.3301728367805481, 0.08711083978414536, 0.04134281352162361, 1.0687403678894043]",1992,7.7
1409,Michael (1996),Comedy|Drama|Fantasy|Romance,"Set([""Comedy"", ""Romance"", ""Fantasy"", ""Drama""])","[0.006850773468613625, 0.4467805325984955, 0.10692563652992249, 0.11869043111801147, 0.63456130027771, 0.2878250777721405, 0.14275768399238586, 0.006479574833065271, 0.028538551181554794, 0.055953480303287506, 0.045741382986307144, 0.0, 0.19590111076831818, 0.03256615251302719, 0.5068625211715698, 0.27745476365089417, 0.04374402016401291, 0.28324154019355774, 0.05937562137842178, 0.09066779911518097, 0.29917111992836, 0.14376814663410187, 0.02428656443953514, 0.01708206906914711, 0.9660871624946594]",1996,5.7
1410,"Evening Star, The (1996)",Comedy|Drama,"Set([""Comedy"", ""Drama""])","[0.0, 0.28675270080566406, 0.005422122776508331, 0.5331712961196899, 0.7366358637809753, 0.34620803594589233, 0.3639375567436218, 0.05727815628051758, 0.020693767815828323, 0.12234307080507278, 0.07163684070110321, 0.013136542402207851, 0.28387653827667236, 0.0, 0.4432232975959778, 0.41577526926994324, 0.12281610071659088, 0.5230391025543213, 0.11977800726890564, 0.19999931752681732, 0.19883711636066437, 0.21496477723121643, 0.01128270011395216, 0.0348031185567379, 0.6746318936347961]",1996,5.9
1411,Hamlet (1996),Crime|Drama|Romance,"Set([""Romance"", ""Drama"", ""Crime""])","[0.03441472724080086, 0.2675538659095764, 0.34289005398750305, 0.14560478925704956, 0.3304370939731598, 0.025887014344334602, 0.2614840269088745, 0.26117196679115295, 0.015180910006165504, 0.31774014234542847, 0.10195767879486084, 0.1266338974237442, 0.2639777660369873, 0.3743666112422943, 0.7242907881736755, 0.02158733829855919, 0.004868939518928528, 0.24511007964611053, 0.3409080505371094, 0.1356768161058426, 0.01789860799908638, 0.4916052520275116, 0.1585359424352646, 0.09814710915088654, 1.1159746646881104]",1996,7.7
1412,Some Mother's Son (1996),Drama,"Set([""Drama""])","[0.02037874236702919, 0.16550737619400024, 0.41125422716140747, 0.20861850678920746, 0.4641229808330536, 0.044491007924079895, 0.4883803129196167, 0.2586308419704437, 0.022082028910517693, 0.3463687598705292, 0.09587240219116211, 0.2520367503166199, 0.3784317076206207, 0.3524247705936432, 0.6971712112426758, 0.0750790536403656, 0.03313726559281349, 0.5020164847373962, 0.28554588556289673, 0.12302973866462708, 0.0, 0.7765445113182068, 0.06130044907331467, 0.04606492072343826, 0.688031017780304]",1996,7.3
1413,"Whole Wide World, The (1996)",Drama,"Set([""Drama""])","[0.10508546978235245, 0.2351767122745514, 0.3246365487575531, 0.24581636488437653, 0.21604566276073456, 0.21110285818576813, 0.3658078610897064, 0.4312475025653839, 0.05598193779587746, 0.5590421557426453, 0.13950511813163757, 0.16533327102661133, 0.2195727825164795, 0.4121967554092407, 0.4442591667175293, 0.15966936945915222, 0.03662959858775139, 0.36101701855659485, 0.37050214409828186, 0.1572791039943695, 0.11953897029161453, 0.41723403334617615, 0.2041638344526291, 0.1331910640001297, 0.876339852809906]",1996,7.1
1414,Mother (1996),Comedy,"Set([""Comedy""])","[0.12541048228740692, 0.37246575951576233, 0.30205249786376953, 0.21804653108119965, 0.27917757630348206, 0.22170758247375488, 0.17695572972297668, 0.3354346752166748, 0.03856934607028961, 0.44189465045928955, 0.10720501095056534, 0.24636118113994598, 0.28775158524513245, 0.3138906955718994, 0.7143723368644714, 0.1586546003818512, 0.07009679824113846, 0.1248486191034317, 0.306793749332428, 0.10909498482942581, 0.12774933874607086, 0.3461923897266388, 0.19752900302410126, 0.07592976838350296, 0.7393870949745178]",1996,6.9
1415,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance,"Set([""Romance"", ""Drama"", ""Crime""])","[0.11430001258850098, 0.2783867418766022, 0.24831323325634003, 0.3062897324562073, 0.34391647577285767, 0.22941061854362488, 0.5429396033287048, 0.5346114635467529, 0.02251618728041649, 0.6122266054153442, 0.1302960067987442, 0.19577418267726898, 0.39445486664772034, 0.3347645401954651, 0.24953441321849823, 0.0761307030916214, 0.024332813918590546, 0.317603200674057, 0.38219109177589417, 0.19171293079853058, 0.0, 0.6970858573913574, 0.405546635389328, 0.15568508207798004, 0.6837887167930603]",1996,6.4
1416,Evita (1996),Drama|Musical,"Set([""Drama"", ""Musical""])","[0.0, 0.44525009393692017, 0.28784289956092834, 0.3691549003124237, 0.7699342966079712, 0.1989583671092987, 0.0, 0.02026677317917347, 0.0, 0.224359929561615, 0.0, 0.0, 0.10125019401311874, 0.0, 0.8219480514526367, 0.11313332617282867, 0.03264835104346275, 0.219103142619133, 0.41086533665657043, 0.17005972564220428, 0.0, 0.3094246983528137, 0.0, 0.0, 0.7577056288719177]",1996,6.3
1417,"Portrait of a Lady, The (1996)",Drama,"Set([""Drama""])","[0.06494548916816711, 0.17477644979953766, 0.07430022209882736, 0.31018367409706116, 0.49023160338401794, 0.26279759407043457, 0.3393494784832001, 0.3607863187789917, 0.028733527287840843, 0.3753630816936493, 0.1323418766260147, 0.05983106791973114, 0.40327614545822144, 0.16735106706619263, 0.4081736207008362, 0.0058715916238725185, 0.12697874009609222, 0.3976894021034241, 0.4589589238166809, 0.25128090381622314, 0.0, 0.6006664633750916, 0.24734880030155182, 0.12471695244312286, 0.6240811944007874]",1996,6.2
1419,Walkabout (1971),Adventure|Drama,"Set([""Drama"", ""Adventure""])","[0.16617059707641602, 0.23848921060562134, 0.3620058596134186, 0.13421928882598877, 0.19517506659030914, 0.10472126305103302, 0.299938827753067, 0.5894262790679932, 0.029747046530246735, 0.34683144092559814, 0.16985538601875305, 0.31594395637512207, 0.498388409614563, 0.4104745090007782, 0.5064030885696411, 0.10632175952196121, 0.06753921508789062, 0.3129366636276245, 0.3742907643318176, 0.1261756271123886, 0.06798174977302551, 0.6685993075370789, 0.3703552186489105, 0.14667034149169922, 0.8006662726402283]",1971,7.6
1420,Message to Love: The Isle of Wight Festival (1996),Documentary,"Set([""Documentary""])","[0.0915491059422493, 0.04032987728714943, 0.3649854362010956, 0.12730292975902557, 0.377040833234787, 0.1138203889131546, 0.6150211095809937, 0.44487419724464417, 0.024926716461777687, 0.44536831974983215, 0.11976589262485504, 0.3136768639087677, 0.38212841749191284, 0.424667626619339, 0.6258779168128967, 0.07588881999254227, 0.06351689994335175, 0.39009174704551697, 0.26620110869407654, 0.0755499079823494, 0.0, 0.6884179711341858, 0.22431448101997375, 0.09768674522638321, 0.7255929112434387]",1996,7.6
1421,Grateful Dead (1995),Documentary,"Set([""Documentary""])","[0.007480621337890625, 0.29188695549964905, 0.013793210498988628, 0.269308865070343, 0.14437679946422577, 0.46757981181144714, 0.32093772292137146, 0.24656692147254944, 0.1030564084649086, 0.4043228030204773, 0.12815624475479126, 0.18827995657920837, 0.6364406943321228, 0.02005748637020588, 0.4412359297275543, 0.5203513503074646, 0.04900573566555977, 0.8520457744598389, 0.0, 0.19894279539585114, 0.06987836211919785, 0.7087380290031433, 0.0, 0.0, 0.551397442817688]",1995,7.0
1422,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller,"Set([""Thriller"", ""Mystery"", ""Drama"", ""Crime""])","[0.023202700540423393, 0.2530495226383209, 0.16176071763038635, 0.08087043464183807, 0.5329405069351196, 0.3019571304321289, 0.28271371126174927, 0.0166612658649683, 0.0388575978577137, 0.08149846643209457, 0.03986583650112152, 0.09214680641889572, 0.1787494570016861, 0.05689862743020058, 0.4089834988117218, 0.45220306515693665, 0.08170850574970245, 0.3576851785182953, 0.03356048837304115, 0.03776145353913307, 0.5063502192497253, 0.10201220214366913, 0.0258043073117733, 0.020651185885071754, 0.9242252707481384]",1997,6.1
